id_caserne,no_caserne,adresse,nom_ssi,coord_x,coord_y
"1502","1","1150, boulevard Vézina, Dolbeau-Mistassini G8L3K9",SSI Dolbeau-Mistassini,-72.2371960125144,48.8750569251224
"1504","4","312, rue Édouard-Niquet, Péribonka G0W2G0",SSI Dolbeau-Mistassini,-72.0496908598834,48.7656947187248
"176","6",111 rue Béliveau Saint-Léonard-d'Aston  J0C1M0,SSI Saint-Léonard-d'Aston,-72.3710737834662,46.1056531337176
"153",St-Louis-Blandford,"80, rue Principale,  Saint-Louis-de-Blandford, Qc G0Z1B0",RIM-Incentraide (R4125),-72.0022224157782,46.2492522171141
"313","54",004 Errol Road Grosse-Ile  Îles-de-la-Madeleine Grosse-Île G4T6C5,SSI Les Îles-de-la-Madeleine,-61.4728364223101,47.6159734929752
"1507","4","193, rue Principale, Girardville G0W1R0",RIM-Le GÉANT (R4903),-72.5442171122378,49.0008100148267
"1452","8",8 Rue Brizard L'Île-du-Grand-Calumet J0X1J0,SSI Campbell's Bay et Litchfield,-76.6115337920978,45.7189913623888
"1441","19",1819 Rue Principale Duhamel J0V1G0,SSI Duhamel (Outaouais),-75.0806063738034,46.01907016696
"1582",Shef,"96, rue Raymond-Lemieux, Shefford, QC, J2M 1Y5",SSI Shefford,-72.6320102094516,45.3803379697182
"1517","43","357, 2e Rang, Saint-Charles-de-Bourget G0V1G0",SSI Saint-Charles-de-Bourget,-71.3977086309512,48.5176008629809
"1223","53","214 route 199, Grande-Entrée, QC G4T 7A7",SSI Les Îles-de-la-Madeleine,-61.5133102317044,47.5653933809598
"152","1",1060 boul.Ducharme  La Tuque G9X3C4,SSI La Tuque,-72.7843645663314,47.4215852737795
"1620","16","100, rue Royal, Les Coteaux, J7X 1A6",SSI Coteau-du-Lac,-74.223134382485,45.2692990046492
"1497","31","37, rue du Quai, Petit-Saguenay G0V1N0",Régie du Fjord,-70.0774887924422,48.2160518593048
"1234","43","411 Boulevard Industriel, Val-des-Sources (Qc)",SSI Val-des-Sources,-71.9368988645108,45.7631396238082
"1578","5","14 rue Principale Nord, Montcerf-Lytton J0W 1N0",SSI Montcerf-Lytton,-76.0436186381523,46.5392261013608
"1513","3","444, boulevard de l'Université Est, Saguenay G7H2M2",SSI Saguenay,-71.0568450156525,48.41755969249
"1524","1","1207, boulevard Saint-Félicien, Saint-Félicien G8K3H5",SSI Saint-Félicien,-72.4613959117158,48.6538883926811
"1546","56","690 	Route 199 (Havre-aux-Maisons) Les Îles-de-la-Madeleine G4T5A8",SSI Les Îles-de-la-Madeleine,-61.7871173831277,47.4065709745856
"1370","4",5260 Avenue Van Horne Montréal H3W1J9,SSI Montréal,-73.6416379375888,45.4899899438558
"459","17",100 Rue Françis St-Alexis-des-Monts Saint-Alexis-des-Monts J0K1V0,SSI Saint-Alexis-des-Monts,-73.1468007310092,46.4596840627152
"1536","6","82, rue Élie, Sainte-Hedwidge G0W2R0",SSI Roberval,-72.3638601312013,48.4823408164875
"1529","2","315, rue de l'Église, Saint-François-de-Sales G0W1M0",SSI Roberval,-72.1273682009706,48.3241508010442
"1235","47","44 Daniel-Johnson, Danville (Qc)",SSI Danville,-72.0164978987265,45.7848743342422
"399","55","1, rue des Érables  Saint-Aubert G0R 2R0",SSI Saint-Aubert,-70.2096864767123,47.1775403059103
"1461","3",1177 Route 315 L'Ange-Gardien J8L0L4,SSI L'Ange-Gardien (Région 7),-75.3967772353496,45.6087005782861
"378","10",1067 principale Petite-Rivière-Saint-François Petite-Rivière-Saint-François G0A2L0,SSI Petite-Rivière-Saint-François,-70.5682016944487,47.3019867285937
"500","60","101, rue de la Plage, Saint-Alphonse-Rodriguez J0K1W0",SSI Saint-Alphonse-Rodriguez,-73.6896516909927,46.1860808771566
"135","8",100 rue Paquin Portneuf Portneuf G0A2Y0,Régie portneuvoise (REPPI),-71.8865419903227,46.6959677914043
"367","13",47 chemin de la Traverse Isle-aux-Coudres L'Isle-aux-Coudres G0A3J0,SSI L'Isle-aux-Coudres,-70.3806819459096,47.4179652742314
